,City,Country,Lat,Lng,Date,Max Temp,Humidity,Cloudiness,Wind Speed
375,Bollnas,SE,61.35,16.39,1557087712,275.93,53,91,1.44
376,College,US,64.86,-147.8,1557087615,280.93,41,1,2.1
377,Izumo,JP,35.37,132.75,1557086400,289.15,55,75,0.5
378,Masvingo,ZW,-20.08,30.83,1557087962,290.5,69,0,1.71
379,Mercedes,UY,-33.25,-58.03,1557087777,293.3,93,100,6.86
380,Koumac,NC,-20.56,164.28,1557087963,298.4,73,100,4.9
381,Mathbaria,BD,22.29,89.96,1557087886,300.1,87,0,3.24
382,Nokaneng,BW,-19.66,22.19,1557087963,294.8,42,1,2.02
383,Meybod,IR,32.25,54.02,1557086400,297.15,15,0,2.1
384,Aripuana,BR,-9.17,-60.63,1557087964,302.6,69,80,0.64
385,Bayburt,TR,40.26,40.22,1557087964,277.0,78,82,4.0
386,Longyearbyen,NO,78.22,15.63,1557085800,268.15,57,0,2.1
387,Sambava,MG,-14.27,50.17,1557087964,294.0,95,44,1.72
388,Alofi,NU,-19.06,-169.92,1557086400,299.15,94,40,3.6
389,Vostok,RU,46.45,135.83,1557087740,277.1,91,100,2.68
390,Phatthalung,TH,7.62,100.08,1557087965,298.0,86,89,2.9
391,Amontada,BR,-3.36,-39.83,1557087965,298.7,85,70,1.34
392,Veraval,FR,49.65,0.71,1557087902,280.15,70,0,2.6
393,Maceio,BR,-9.67,-35.74,1557086400,299.15,69,20,3.1
394,Reconquista,AR,-29.14,-59.64,1557087966,300.2,79,85,1.33
395,Cidreira,BR,-30.17,-50.22,1557087966,298.0,83,98,2.5
396,Kiama,AU,-34.67,150.86,1557087315,287.59,81,40,4.1
397,Tomigusuku,JP,26.18,127.67,1557086400,295.15,68,20,1.5
398,Quesnel,CA,52.98,-122.49,1557086400,287.15,35,75,1.5
399,Vardo,US,39.62,-77.74,1557087681,290.37,87,90,4.6
400,Salym,RU,60.06,71.48,1557087967,283.6,73,100,2.32
401,San Policarpo,PH,12.18,125.51,1557087967,300.0,81,0,3.09
402,Show Low,US,34.25,-110.03,1557087935,300.37,13,1,5.7
403,Harper,US,30.3,-99.24,1557087922,300.93,54,75,4.1
404,Sao Joao da Barra,BR,-21.64,-41.05,1557082800,301.15,65,20,5.1
405,Mocuba,MZ,-16.84,36.99,1557087968,293.1,98,1,0.87
406,Tobol,SE,59.83,12.54,1557085800,279.15,70,90,3.6
407,Macklin,CA,52.34,-109.94,1557087968,279.6,35,100,1.31
408,Muravlenko,RU,63.79,74.5,1557087969,275.2,74,96,3.05
409,Coihaique,CL,-45.58,-72.07,1557086400,285.15,62,40,3.1
410,Naze,NG,5.43,7.07,1557086400,300.15,83,40,2.74
411,Suna,KE,-1.08,34.43,1557087969,297.0,76,100,4.72
412,Vestmanna,FO,62.16,-7.17,1557087600,277.15,60,63,7.7
413,Warrnambool,AU,-38.38,142.48,1557087730,284.82,100,95,3.23
414,Rutana,BI,-3.93,29.99,1557087970,293.4,82,96,1.18
415,Kvitok,RU,56.08,98.48,1557087970,280.1,42,11,2.65
416,Ibotirama,BR,-12.18,-43.22,1557087970,298.5,68,56,1.31
417,Uruacu,BR,-14.52,-49.14,1557087897,297.7,79,80,0.28
418,Dillon,US,45.22,-112.64,1557087610,290.37,38,1,1.5
419,Sinjar,SY,35.59,37.0,1557087970,295.2,31,88,4.63
420,Along,IN,28.17,94.8,1557087971,285.6,97,100,1.07
421,Kaeo,NZ,-35.1,173.78,1557087729,287.59,100,100,4.4
422,Rancho Palos Verdes,US,33.75,-118.37,1557087704,296.48,59,1,6.2
423,Aquiraz,BR,-3.9,-38.39,1557087489,303.15,70,20,5.7
424,San Jeronimo,PE,-13.65,-73.37,1557082800,285.15,58,75,5.33
425,Troyes,FR,48.3,4.07,1557087674,280.15,75,0,2.1
426,Haines Junction,CA,60.75,-137.51,1557087972,277.2,46,37,4.39
427,Astoria,US,46.19,-123.83,1557087972,293.15,67,90,3.6
428,Greenville,US,34.85,-82.4,1557087962,300.15,61,75,2.6
429,Leiyang,CN,26.42,112.85,1557087974,290.6,92,99,2.33
430,Talnakh,RU,69.49,88.39,1557082800,272.15,100,75,15.0
431,San Cristobal,EC,-0.39,-78.55,1557087378,298.15,31,40,3.6
432,Ewa Beach,US,21.32,-158.01,1557087693,297.15,47,40,7.62
433,Hay River,CA,60.82,-115.79,1557086400,274.15,55,75,4.6
434,Clyde River,CA,70.47,-68.59,1557086400,269.15,85,40,6.7
435,Phek,IN,25.7,94.46,1557087975,294.9,84,1,1.6
436,Bocas del Toro,PA,9.33,-82.25,1557087598,293.71,46,61,2.68
437,Maura,IN,29.68,79.39,1557087976,285.2,12,0,2.52
438,Gimli,CA,50.63,-96.99,1557087676,277.59,61,62,2.68
439,Pierre,US,44.37,-100.35,1557087667,287.59,43,90,5.1
440,Palu,ID,-0.9,119.87,1557087976,298.7,77,51,1.96
441,Kirkuk,IQ,35.47,44.4,1557087977,294.9,40,88,2.74
442,Arman,RU,59.7,150.17,1557087977,275.4,77,99,2.17
443,Santa Isabel do Rio Negro,BR,-0.41,-65.02,1557087977,300.9,91,100,1.04
444,Beyneu,KZ,45.32,55.19,1557087977,296.3,39,100,2.83
445,Fez,MA,34.03,-5.02,1557086400,292.15,63,0,3.6
446,Faya,SA,18.39,42.45,1557086400,297.15,49,40,1.5
447,Granada,NI,11.93,-85.96,1557086400,310.15,39,20,4.1
448,Karia,NG,11.73,11.16,1557087978,307.5,12,40,2.08
449,Tromso,NO,69.65,18.96,1557087600,273.15,73,40,3.6
450,Turbat,PK,26.0,63.05,1557087978,304.4,24,0,1.48
451,Nouadhibou,MR,20.93,-17.03,1557086400,292.15,77,2,9.8
452,San Sebastian,PH,11.71,125.02,1557087979,297.0,92,15,0.83
453,Le Port,FR,42.87,1.37,1557087919,283.15,30,0,0.45
454,Conceicao do Araguaia,BR,-8.26,-49.26,1557087980,301.2,69,59,0.96
455,Svetlopolyansk,RU,59.42,52.36,1557087980,280.8,94,0,1.45
456,Richards Bay,ZA,-28.77,32.06,1557087980,297.9,79,0,9.33
457,Mackenzie,CA,55.34,-123.09,1557086400,283.15,57,90,2.1
458,Reyes,BO,-14.3,-67.34,1557086400,306.15,59,20,3.1
459,Hernani,ES,43.27,-1.98,1557087904,286.15,66,40,3.1
460,Otane,NZ,-39.89,176.62,1557087981,286.2,86,86,0.59
461,Springbok,ZA,-29.67,17.88,1557087981,290.1,54,100,1.79
462,Oranjemund,ZA,-28.55,16.43,1557087981,288.8,84,100,1.49
463,Bomet,KE,-0.78,35.34,1557087981,288.2,94,97,3.39
464,Aginskoye,RU,51.11,114.54,1557087389,273.71,81,0,3.13
465,La Ronge,CA,55.1,-105.3,1557086400,278.15,38,75,4.1
466,Portland,US,45.52,-122.67,1557087967,296.48,52,40,3.6
467,Havre-Saint-Pierre,CA,50.23,-63.6,1557086400,280.15,56,20,7.7
468,Teguise,ES,29.06,-13.56,1557086400,292.15,72,40,6.2
469,Meulaboh,ID,4.14,96.13,1557087983,299.7,73,100,3.61
470,Sterling,US,39.0,-77.4,1557087972,290.15,100,90,5.51
471,Kenai,US,60.55,-151.26,1557087836,283.15,49,90,4.1
472,Cabanas,ES,43.42,-8.16,1557087836,289.82,63,0,1.5
473,Yerbogachen,RU,61.28,108.01,1557087984,278.1,95,98,4.77
474,Banyo,CM,6.75,11.81,1557087984,293.8,82,99,0.56
475,Merauke,ID,-8.49,140.4,1557087985,301.0,77,82,5.64
476,Bandarbeyla,SO,9.49,50.81,1557087985,300.3,76,1,3.09
477,Jabinyanah,TN,35.03,10.91,1557086400,291.15,59,20,2.6
478,Labuhan,ID,-2.54,115.51,1557087985,297.1,85,76,0.88
479,Ladybrand,ZA,-29.19,27.46,1557087986,287.6,37,1,2.8
480,Marzuq,YE,14.4,46.47,1557087986,299.1,28,0,2.64
481,Kandrian,PG,-6.21,149.55,1557087986,297.0,91,35,1.04
482,Chapayevka,RU,53.06,158.83,1557086400,275.15,80,0,2.0
483,General Pico,AR,-35.66,-63.75,1557087987,293.9,31,93,3.94
484,Nantucket,US,41.28,-70.1,1557087663,283.15,100,90,5.7
485,Irece,BR,-11.3,-41.86,1557087987,297.2,67,100,3.33
486,Bo Rai,TH,12.57,102.54,1557086901,303.15,71,99,1.8
487,Sivas,TR,39.75,37.01,1557085800,283.15,76,40,4.1
488,Provideniya,RU,64.42,-173.23,1557087988,272.4,96,100,1.23
489,Dubbo,AU,-32.25,148.6,1557084600,281.15,87,0,3.6
490,Kavaratti,IN,10.57,72.64,1557087988,302.2,69,0,4.28
491,Alice Springs,AU,-23.7,133.88,1557084600,279.15,60,0,2.1
492,Pampa,US,35.54,-100.96,1557087420,299.15,53,40,4.6
493,Vilyuysk,RU,63.75,121.63,1557087988,268.6,83,8,1.43
494,Namibe,AO,-15.19,12.15,1557087988,295.6,81,9,3.36
495,Pitimbu,BR,-7.47,-34.81,1557086400,300.15,74,0,4.6
496,Lokosovo,RU,61.13,74.84,1557087989,280.3,79,100,4.2
497,Luau,CD,-10.7,22.23,1557087989,293.4,81,50,1.51
498,Lipari,IT,38.47,14.95,1557087974,288.71,77,40,3.1
499,Meadow Lake,CA,54.13,-108.44,1557086400,275.15,55,90,1.0
500,Daru,SL,7.99,-10.85,1557087990,300.2,84,100,2.53
501,Tezu,IN,27.93,96.16,1557087990,292.6,88,16,1.8
502,Kasama,ZM,-10.21,31.19,1557087991,290.6,93,39,2.74
503,Itaituba,BR,-4.26,-55.99,1557086400,306.15,59,20,1.5
504,Tocopilla,CL,-22.09,-70.2,1557087991,289.8,98,100,4.69
505,Shenjiamen,CN,29.96,122.3,1557087992,290.0,85,64,4.62
506,Bambey,SN,14.7,-16.45,1557086400,295.15,73,0,8.2
507,Bathsheba,BB,13.22,-59.52,1557082800,301.15,69,40,10.3
508,Mahbubabad,IN,17.62,80.02,1557087992,307.3,26,94,1.88
509,Samarinda,ID,-0.5,117.14,1557087992,296.8,99,69,0.57
510,Oswego,US,37.17,-95.11,1557087816,298.15,53,1,3.6
511,Puerto Escondido,MX,15.86,-97.07,1557085500,303.15,66,5,4.1
512,Westport,IE,53.8,-9.52,1557087730,282.15,57,75,4.1
513,Nioro,GM,13.79,-15.05,1557087994,309.3,14,3,3.65
514,Zeya,RU,53.74,127.27,1557087995,272.7,67,81,1.76
515,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,1557086400,275.15,80,0,2.0
516,Canchungo,GW,12.07,-16.03,1557086400,300.15,65,0,2.1
517,Mora,SE,61.01,14.54,1557087879,278.15,56,78,1.5
518,Samarai,PG,-10.62,150.67,1557087996,297.0,89,3,1.36
519,Immokalee,US,26.42,-81.42,1557087966,303.15,66,100,5.1
520,Yingcheng,CN,30.93,113.57,1557082800,293.15,88,0,3.0
521,Chimbote,PE,-9.08,-78.59,1557087996,291.9,96,17,6.52
522,Hamilton,BM,32.3,-64.78,1557087465,298.71,73,75,10.8
523,Niimi,JP,34.97,133.47,1557087811,289.15,55,75,0.5
524,Wetaskiwin,CA,52.97,-113.37,1557087920,283.15,33,75,4.1
525,High Level,CA,58.52,-117.13,1557086400,279.15,35,75,4.1
526,Lagoa,PT,37.14,-8.45,1557087831,290.15,82,0,6.2
527,Port Macquarie,AU,-31.43,152.91,1557087904,287.15,71,40,4.6
528,Ust-Kuyga,RU,70.0,135.55,1557087999,270.6,81,11,1.92
